serial:  1 cards:  J3J9J 	type:   	hand_value:  1 rank_card_on_index:  [ 1, 3, 1, 9, 1 ] card_count:  { '3': 1, '9': 1 } bid:  552
serial:  896 cards:  72222 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 2, 2, 2, 2 ] card_count:  { '2': 4, '7': 1 } bid:  680
serial:  897 cards:  737J7 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 3, 7, 1, 7 ] card_count:  { '3': 1, '7': 3 } bid:  808
serial:  898 cards:  73777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 3, 7, 7, 7 ] card_count:  { '3': 1, '7': 4 } bid:  214
serial:  899 cards:  74444 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 4, 4, 4, 4 ] card_count:  { '4': 4, '7': 1 } bid:  993
serial:  900 cards:  75777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 5, 7, 7, 7 ] card_count:  { '5': 1, '7': 4 } bid:  99
serial:  901 cards:  76666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 6, 6, 6, 6 ] card_count:  { '6': 4, '7': 1 } bid:  176
serial:  902 cards:  76777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 6, 7, 7, 7 ] card_count:  { '6': 1, '7': 4 } bid:  470
serial:  903 cards:  777J8 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 7, 7, 1, 8 ] card_count:  { '7': 3, '8': 1 } bid:  695
serial:  904 cards:  77727 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 7, 7, 2, 7 ] card_count:  { '2': 1, '7': 4 } bid:  88
serial:  905 cards:  7774J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 7, 7, 4, 1 ] card_count:  { '4': 1, '7': 3 } bid:  239
serial:  906 cards:  7777K 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 7, 7, 7, 13 ] card_count:  { '7': 4, K: 1 } bid:  773
serial:  907 cards:  78777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 8, 7, 7, 7 ] card_count:  { '7': 4, '8': 1 } bid:  857
serial:  908 cards:  78888 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 8, 8, 8, 8 ] card_count:  { '7': 1, '8': 4 } bid:  626
serial:  909 cards:  7TTTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 10, 10, 10, 10 ] card_count:  { '7': 1, T: 4 } bid:  994
serial:  910 cards:  7A777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 14, 7, 7, 7 ] card_count:  { '7': 4, A: 1 } bid:  829
serial:  911 cards:  8JJ87 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 1, 1, 8, 7 ] card_count:  { '7': 1, '8': 2 } bid:  730
serial:  912 cards:  8J887 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 1, 8, 8, 7 ] card_count:  { '7': 1, '8': 3 } bid:  774
serial:  913 cards:  8J898 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 1, 8, 9, 8 ] card_count:  { '8': 3, '9': 1 } bid:  604
serial:  914 cards:  88J58 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 1, 5, 8 ] card_count:  { '5': 1, '8': 3 } bid:  843
serial:  915 cards:  88J8T 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 1, 8, 10 ] card_count:  { '8': 3, T: 1 } bid:  19
serial:  916 cards:  88588 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 5, 8, 8 ] card_count:  { '5': 1, '8': 4 } bid:  7
serial:  917 cards:  888JA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 8, 1, 14 ] card_count:  { '8': 3, A: 1 } bid:  244
serial:  918 cards:  88868 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 8, 6, 8 ] card_count:  { '6': 1, '8': 4 } bid:  861
serial:  919 cards:  88889 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 8, 8, 9 ] card_count:  { '8': 4, '9': 1 } bid:  435
serial:  920 cards:  88Q8J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 8, 12, 8, 1 ] card_count:  { '8': 3, Q: 1 } bid:  619
serial:  921 cards:  8KKKK 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 8, 13, 13, 13, 13 ] card_count:  { '8': 1, K: 4 } bid:  740
serial:  922 cards:  95999 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 5, 9, 9, 9 ] card_count:  { '5': 1, '9': 4 } bid:  242
serial:  923 cards:  99899 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 8, 9, 9 ] card_count:  { '8': 1, '9': 4 } bid:  444
serial:  924 cards:  99929 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 9, 2, 9 ] card_count:  { '2': 1, '9': 4 } bid:  814
serial:  925 cards:  99979 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 9, 7, 9 ] card_count:  { '7': 1, '9': 4 } bid:  360
serial:  926 cards:  99994 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 9, 9, 4 ] card_count:  { '4': 1, '9': 4 } bid:  161
serial:  927 cards:  99996 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 9, 9, 6 ] card_count:  { '6': 1, '9': 4 } bid:  577
serial:  928 cards:  99T99 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 10, 9, 9 ] card_count:  { '9': 4, T: 1 } bid:  913
serial:  929 cards:  99K99 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 9, 9, 13, 9, 9 ] card_count:  { '9': 4, K: 1 } bid:  148
serial:  930 cards:  T2222 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 2, 2, 2, 2 ] card_count:  { '2': 4, T: 1 } bid:  745
serial:  931 cards:  TTJQT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 1, 12, 10 ] card_count:  { T: 3, Q: 1 } bid:  185
serial:  932 cards:  TT6TT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 6, 10, 10 ] card_count:  { '6': 1, T: 4 } bid:  856
serial:  933 cards:  TTT3T 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 10, 3, 10 ] card_count:  { '3': 1, T: 4 } bid:  885
serial:  934 cards:  TTT4T 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 10, 4, 10 ] card_count:  { '4': 1, T: 4 } bid:  525
serial:  935 cards:  TTT5T 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 10, 5, 10 ] card_count:  { '5': 1, T: 4 } bid:  923
serial:  936 cards:  TTTT9 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 10, 10, 9 ] card_count:  { '9': 1, T: 4 } bid:  314
serial:  937 cards:  TTKJT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 10, 13, 1, 10 ] card_count:  { T: 3, K: 1 } bid:  481
serial:  938 cards:  TKKKK 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 10, 13, 13, 13, 13 ] card_count:  { K: 4, T: 1 } bid:  23
serial:  939 cards:  QJ666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 1, 6, 6, 6 ] card_count:  { '6': 3, Q: 1 } bid:  756
serial:  940 cards:  QJQ9Q 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 1, 12, 9, 12 ] card_count:  { '9': 1, Q: 3 } bid:  401
serial:  941 cards:  QJAAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 1, 14, 14, 14 ] card_count:  { A: 3, Q: 1 } bid:  98
serial:  942 cards:  Q7J77 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 7, 1, 7, 7 ] card_count:  { '7': 3, Q: 1 } bid:  114
serial:  943 cards:  Q7JQQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 7, 1, 12, 12 ] card_count:  { '7': 1, Q: 3 } bid:  438
serial:  944 cards:  Q8QQQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 8, 12, 12, 12 ] card_count:  { '8': 1, Q: 4 } bid:  302
serial:  945 cards:  QTTTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 10, 10, 10, 10 ] card_count:  { T: 4, Q: 1 } bid:  333
serial:  946 cards:  QQ6QQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 6, 12, 12 ] card_count:  { '6': 1, Q: 4 } bid:  153
serial:  947 cards:  QQQTQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 12, 10, 12 ] card_count:  { Q: 4, T: 1 } bid:  633
serial:  948 cards:  QQQQ3 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 12, 12, 3 ] card_count:  { '3': 1, Q: 4 } bid:  207
serial:  949 cards:  QQQQ5 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 12, 12, 5 ] card_count:  { '5': 1, Q: 4 } bid:  623
serial:  950 cards:  QQQQA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 12, 12, 14 ] card_count:  { A: 1, Q: 4 } bid:  522
serial:  951 cards:  QQKJJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 12, 12, 13, 1, 1 ] card_count:  { K: 1, Q: 2 } bid:  621
serial:  952 cards:  KJ3KK 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 1, 3, 13, 13 ] card_count:  { '3': 1, K: 3 } bid:  845
serial:  953 cards:  KJ777 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 1, 7, 7, 7 ] card_count:  { '7': 3, K: 1 } bid:  428
serial:  954 cards:  KJQQQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 1, 12, 12, 12 ] card_count:  { Q: 3, K: 1 } bid:  424
serial:  955 cards:  KJK9K 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 1, 13, 9, 13 ] card_count:  { '9': 1, K: 3 } bid:  556
serial:  956 cards:  KK6KK 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 6, 13, 13 ] card_count:  { '6': 1, K: 4 } bid:  409
serial:  957 cards:  KKKJ4 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 1, 4 ] card_count:  { '4': 1, K: 3 } bid:  960
serial:  958 cards:  KKKJ7 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 1, 7 ] card_count:  { '7': 1, K: 3 } bid:  718
serial:  959 cards:  KKK5K 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 5, 13 ] card_count:  { '5': 1, K: 4 } bid:  75
serial:  960 cards:  KKK7K 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 7, 13 ] card_count:  { '7': 1, K: 4 } bid:  375
serial:  961 cards:  KKK9K 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 9, 13 ] card_count:  { '9': 1, K: 4 } bid:  640
serial:  962 cards:  KKKK4 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 13, 13, 13, 4 ] card_count:  { '4': 1, K: 4 } bid:  673
serial:  963 cards:  KAAAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 13, 14, 14, 14, 14 ] card_count:  { A: 4, K: 1 } bid:  226
serial:  964 cards:  AJTTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 1, 10, 10, 10 ] card_count:  { T: 3, A: 1 } bid:  541
serial:  965 cards:  A3AJA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 3, 14, 1, 14 ] card_count:  { '3': 1, A: 3 } bid:  461
serial:  966 cards:  A4444 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 4, 4, 4, 4 ] card_count:  { '4': 4, A: 1 } bid:  833
serial:  967 cards:  A4AAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 4, 14, 14, 14 ] card_count:  { '4': 1, A: 4 } bid:  669
serial:  968 cards:  A5555 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 5, 5, 5, 5 ] card_count:  { '5': 4, A: 1 } bid:  972
serial:  969 cards:  A8AAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 8, 14, 14, 14 ] card_count:  { '8': 1, A: 4 } bid:  339
serial:  970 cards:  ATTTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 10, 10, 10, 10 ] card_count:  { T: 4, A: 1 } bid:  575
serial:  971 cards:  AKJAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 13, 1, 14, 14 ] card_count:  { A: 3, K: 1 } bid:  948
serial:  972 cards:  AA2AA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 14, 2, 14, 14 ] card_count:  { '2': 1, A: 4 } bid:  351
serial:  973 cards:  AA5JA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 14, 5, 1, 14 ] card_count:  { '5': 1, A: 3 } bid:  544
serial:  974 cards:  AA6AJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 14, 6, 14, 1 ] card_count:  { '6': 1, A: 3 } bid:  96
serial:  975 cards:  AAA7A 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 14, 14, 14, 7, 14 ] card_count:  { '7': 1, A: 4 } bid:  499
serial:  976 cards:  JJJJJ 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 1, 1, 1, 1 ] card_count:  {} bid:  876
serial:  977 cards:  JJ666 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 1, 6, 6, 6 ] card_count:  { '6': 3 } bid:  116
serial:  978 cards:  JJ777 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 1, 7, 7, 7 ] card_count:  { '7': 3 } bid:  122
serial:  979 cards:  J22J2 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 2, 2, 1, 2 ] card_count:  { '2': 3 } bid:  670
serial:  980 cards:  J5555 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 5, 5, 5, 5 ] card_count:  { '5': 4 } bid:  658
serial:  981 cards:  JTJTT 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 10, 1, 10, 10 ] card_count:  { T: 3 } bid:  661
serial:  982 cards:  JKJKK 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 13, 1, 13, 13 ] card_count:  { K: 3 } bid:  727
serial:  983 cards:  JKKKK 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 13, 13, 13, 13 ] card_count:  { K: 4 } bid:  86
serial:  984 cards:  JAJAA 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 1, 14, 1, 14, 14 ] card_count:  { A: 3 } bid:  68
serial:  985 cards:  22J22 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 2, 2, 1, 2, 2 ] card_count:  { '2': 4 } bid:  553
serial:  986 cards:  333JJ 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 3, 3, 3, 1, 1 ] card_count:  { '3': 3 } bid:  463
serial:  987 cards:  3333J 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 3, 3, 3, 3, 1 ] card_count:  { '3': 4 } bid:  620
serial:  988 cards:  4JJ44 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 4, 1, 1, 4, 4 ] card_count:  { '4': 3 } bid:  961
serial:  989 cards:  44J44 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 4, 4, 1, 4, 4 ] card_count:  { '4': 4 } bid:  542
serial:  990 cards:  5J55J 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 5, 1, 5, 5, 1 ] card_count:  { '5': 3 } bid:  982
serial:  991 cards:  666J6 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 6, 6, 6, 1, 6 ] card_count:  { '6': 4 } bid:  900
serial:  992 cards:  777J7 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 7, 7, 7, 1, 7 ] card_count:  { '7': 4 } bid:  839
serial:  993 cards:  8J88J 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 8, 1, 8, 8, 1 ] card_count:  { '8': 3 } bid:  722
serial:  994 cards:  8J888 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 8, 1, 8, 8, 8 ] card_count:  { '8': 4 } bid:  407
serial:  995 cards:  99JJ9 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 9, 9, 1, 1, 9 ] card_count:  { '9': 3 } bid:  523
serial:  996 cards:  99J99 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 9, 9, 1, 9, 9 ] card_count:  { '9': 4 } bid:  315
serial:  997 cards:  TJTTT 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 10, 1, 10, 10, 10 ] card_count:  { T: 4 } bid:  192
serial:  998 cards:  QJJQQ 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 12, 1, 1, 12, 12 ] card_count:  { Q: 3 } bid:  51
serial:  999 cards:  QQJQQ 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 12, 12, 1, 12, 12 ] card_count:  { Q: 4 } bid:  991
serial:  1000 cards:  AAJAA 	type:  five of kind 	hand_value:  5000 rank_card_on_index:  [ 14, 14, 1, 14, 14 ] card_count:  { A: 4 } bid:  860
final hands
253169196
